4.56E+01,4.10E+00
1.35E+02,4.06E+00
2.26E+02,4.03E+00
3.16E+02,4.00E+00
4.09E+02,3.97E+00
4.92E+02,3.94E+00
5.87E+02,3.90E+00
6.77E+02,3.87E+00
7.69E+02,3.85E+00
8.57E+02,3.82E+00
9.47E+02,3.80E+00
1.04E+03,3.77E+00
1.13E+03,3.75E+00
1.22E+03,3.72E+00
1.31E+03,3.70E+00
1.40E+03,3.67E+00
1.49E+03,3.65E+00
1.58E+03,3.63E+00
1.67E+03,3.60E+00
1.76E+03,3.58E+00
1.85E+03,3.57E+00
1.94E+03,3.55E+00
2.03E+03,3.53E+00
2.12E+03,3.51E+00
2.21E+03,3.50E+00
2.30E+03,3.48E+00
2.39E+03,3.46E+00
2.48E+03,3.44E+00
2.57E+03,3.42E+00
2.66E+03,3.40E+00
2.75E+03,3.37E+00
2.84E+03,3.34E+00
2.93E+03,3.30E+00
3.02E+03,3.25E+00
3.11E+03,3.20E+00
3.20E+03,3.11E+00
3.26E+03,3.01E+00
3.31E+03,2.90E+00
3340.028477,2.789525945
3.36E+03,2.67E+00
3389.19837,2.522234085
