2.41E+00,3.95E+00
2.13E+00,3.88E+00
6.57E+00,3.79E+00
1.84E+01,3.71E+00
5.79E+01,3.68E+00
1.04E+02,3.68E+00
1.50E+02,3.68E+00
1.95E+02,3.68E+00
2.41E+02,3.67E+00
2.87E+02,3.67E+00
3.33E+02,3.66E+00
3.79E+02,3.65E+00
4.24E+02,3.65E+00
4.70E+02,3.64E+00
5.16E+02,3.62E+00
5.62E+02,3.61E+00
6.08E+02,3.60E+00
6.53E+02,3.59E+00
6.99E+02,3.58E+00
7.45E+02,3.56E+00
7.91E+02,3.55E+00
8.37E+02,3.54E+00
8.82E+02,3.52E+00
9.28E+02,3.51E+00
9.74E+02,3.50E+00
1.02E+03,3.48E+00
1.07E+03,3.47E+00
1.11E+03,3.45E+00
1.16E+03,3.44E+00
1.20E+03,3.42E+00
1.25E+03,3.41E+00
1.29E+03,3.39E+00
1.34E+03,3.38E+00
1.39E+03,3.36E+00
1.43E+03,3.34E+00
1.48E+03,3.33E+00
1.52E+03,3.31E+00
1.57E+03,3.30E+00
1.62E+03,3.28E+00
1.66E+03,3.27E+00
1.71E+03,3.25E+00
1.75E+03,3.24E+00
1.80E+03,3.23E+00
1.84E+03,3.21E+00
1.89E+03,3.20E+00
1.94E+03,3.18E+00
1.98E+03,3.17E+00
2.03E+03,3.15E+00
2.07E+03,3.14E+00
2.12E+03,3.12E+00
2.17E+03,3.11E+00
2.21E+03,3.09E+00
2.26E+03,3.07E+00
2.30E+03,3.06E+00
2.35E+03,3.04E+00
2.39E+03,3.02E+00
2.44E+03,3.00E+00
2.49E+03,2.98E+00
2.53E+03,2.95E+00
2.58E+03,2.92E+00
2.62E+03,2.89E+00
2.67E+03,2.86E+00
2.71E+03,2.82E+00
2.76E+03,2.78E+00
2.81E+03,2.73E+00
2.85E+03,2.67E+00
2.89E+03,2.62E+00
2.92E+03,2.57E+00
2.96E+03,2.52E+00
