3.67E-01,4.18E+00
7.96E+00,4.00E+00
5.88E+00,3.45E+00
5.88E+00,3.39E+00
5.88E+00,3.34E+00
5.88E+00,3.29E+00
5.88E+00,3.23E+00
5.88E+00,3.18E+00
5.88E+00,3.12E+00
5.88E+00,3.07E+00
2.46E+01,3.02E+00
8.79E+00,2.96E+00
7.04E+01,3.06E+00
1.04E+02,3.11E+00
1.25E+02,3.17E+00
1.45E+02,3.23E+00
1.72E+02,3.28E+00
2.12E+02,3.33E+00
2.58E+02,3.36E+00
3.04E+02,3.37E+00
3.49E+02,3.38E+00
3.95E+02,3.38E+00
4.41E+02,3.38E+00
4.87E+02,3.38E+00
5.33E+02,3.37E+00
5.78E+02,3.37E+00
6.24E+02,3.36E+00
6.70E+02,3.35E+00
7.16E+02,3.34E+00
7.62E+02,3.32E+00
8.08E+02,3.31E+00
8.53E+02,3.29E+00
8.99E+02,3.28E+00
9.45E+02,3.26E+00
9.91E+02,3.25E+00
1.04E+03,3.23E+00
1.08E+03,3.21E+00
1.13E+03,3.20E+00
1.17E+03,3.18E+00
1.22E+03,3.16E+00
1.27E+03,3.15E+00
1.31E+03,3.13E+00
1.36E+03,3.11E+00
1.40E+03,3.09E+00
1.45E+03,3.07E+00
1.49E+03,3.06E+00
1.54E+03,3.04E+00
1.59E+03,3.01E+00
1.63E+03,2.99E+00
1.68E+03,2.97E+00
1.72E+03,2.94E+00
1.77E+03,2.91E+00
1.82E+03,2.88E+00
1.86E+03,2.85E+00
1.91E+03,2.81E+00
1.95E+03,2.77E+00
2.00E+03,2.73E+00
2.04E+03,2.68E+00
2.09E+03,2.62E+00
2.13E+03,2.57E+00
2.17E+03,2.52E+00
2.20E+03,2.50E+00
